,place,latitude,longitude
3791,"Brighton, IL, USA",39.039055,-90.140678
3792,"Charlestown, MA, USA",42.379822,-71.064941
3793,"Watts, Los Angeles, CA, USA",33.943203,-118.247772
3794,"Stony Brook, NY, USA",40.902771,-73.13385
3795,"Port Washington, NY, USA",40.827454,-73.699722
3796,"Harlem, NY, USA",40.816357,-73.962898
3797,"Forest Hills, Queens, NY, USA",40.719517,-73.852211
3798,"South Beach, Miami, FL, USA",25.782721,-80.140556
3799,"Venice, Los Angeles, CA, USA",33.98827,-118.472023
3800,"Snow Shoe, Pennsylvania, the US",41.027779,-77.949165
3801,"Lake Los Angeles, CA, the US",34.617779,-117.833611
3802,"Robertson County, TX, USA",31.030001,-96.510002
3803,"Union County, MS, the US",34.490002,-89.0
3804,"Placitas, Sandoval County, New Mexico, the US",35.317501,-106.451942
3805,"Rice Military, Houston, TX, USA",29.765934,-95.416328
3806,"Brooklyn, Portland, OR, USA",45.494972,-122.655609
3807,"Tujunga, Los Angeles, CA, USA",34.263302,-118.302711
3808,"Tarzana, Los Angeles, CA, USA",34.150879,-118.551651
3809,"Sun Valley, Los Angeles, CA, USA",34.227444,-118.381073
3810,"Studio City, Los Angeles, CA, USA",34.141323,-118.387833
3811,"Reseda, Los Angeles, CA, USA",34.201115,-118.536049
3812,"North Hills, Los Angeles, CA, USA",34.236206,-118.485085
3813,"Northridge, Los Angeles, CA, USA",34.237923,-118.530197
3814,"North Hollywood, Los Angeles, CA, USA",34.187042,-118.381256
3815,"Mission Hills, Los Angeles, CA, USA",34.272259,-118.46888
3816,"Encino, Los Angeles, CA, USA",34.151749,-118.521431
3817,"South Chicago, Chicago, IL, USA",41.739685,-87.55442
3818,"East St Louis, IL, USA",38.624516,-90.150642
3819,"Onslow County, NC, USA",34.667904,-77.512085
3820,"Florence Park, Tulsa, OK, USA",36.13591,-95.944733
3821,"Cape Neddick, York, ME, USA",43.174095,-70.609909
3822,"Upper East Side, Miami, FL, USA",25.8305,-80.180374
3823,"Ardenwood, Baton Rouge, LA, USA",30.448336,-91.12896
3824,"Skid Row, Los Angeles, CA, USA",34.043926,-118.242432
3825,"Green Valley Ranch, Denver, CO, USA",39.783741,-104.758385
3826,"Warren County, GA, USA",33.447041,-82.691544
3827,"North Raleigh, Raleigh, NC, USA",35.884766,-78.625053
3828,"Wicker Park, Chicago, IL, USA",41.908802,-87.679596
3829,"Retsil, Parkwood, WA, USA",47.546257,-122.61174
3830,"Frontenac, MO, USA",38.635609,-90.415115
3831,"Bayside, Queens, NY, USA",40.758556,-73.765434
3832,"Brandon, FL, USA",27.939566,-82.286491
3833,"Greenbrae, Kentfield, CA, USA",37.947632,-122.525261
3834,"Alum Rock, San Jose, CA, USA",37.371067,-121.82106
3835,"Sunset Park, Brooklyn, NY, USA",40.645531,-74.012383
3836,"Wheaton, Wheaton-Glenmont, MD, USA",39.039829,-77.05526
3837,"North Augusta, SC, USA",33.501804,-81.965118
3838,"Little Havana, Miami, FL, USA",25.777643,-80.237709
3839,"Ocean Beach, San Diego, CA, USA",32.741947,-117.239571
3840,"Dolphin Heights, Dallas, TX, USA",32.781025,-96.735657
3841,"Downtown San Jose, CA, USA",37.33548,-121.893028
3842,"Maple Grove Estates, Boise, ID, USA",43.615231,-116.289207
3843,"Lennox, Inglewood, CA, USA",33.939728,-118.352882
3844,"Highland Park, MI, USA",42.405594,-83.09687
3845,"Canarsie, Brooklyn, NY, USA",40.640232,-73.906059
3846,"Collingwood Gardens Apartments, Houston, TX, USA",29.938885,-95.399193
3847,"NoMa, Washington, DC, USA",38.900497,-77.007507
3848,"Jackson Heights, Queens, NY, USA",40.755684,-73.883072
3849,"Sun City, AZ, USA",33.597538,-112.271828
3850,"Encanto, Phoenix, AZ, USA",33.481136,-112.078232
3851,"Lafayette Park, Detroit, Michigan, USA",42.341179,-83.035378
3852,"La Colonia, Oxnard, CA, USA",34.204529,-119.170029
3853,"Las Colinas, Irving, TX, USA",32.898235,-96.955223
3854,"Chinatown, Chicago, IL, USA",41.851215,-87.634422
3855,"Lower West Side, Chicago, Illinois, USA",41.85051,-87.669006
3856,"Little Village, Chicago, IL, USA",41.846996,-87.705315
3857,"East Town Plaza, Dallas, TX, US",32.810379,-96.63546
3858,"Echo Park, Los Angeles, CA, USA",34.078159,-118.260559
3859,"Viewpoint, Redmond, WA, USA",47.639282,-122.10302
3860,"Ardmore, Atlanta, GA, USA",33.805309,-84.395973
3861,"Fairhill, Philadelphia, PA, USA",39.998089,-75.134109
3862,"Northern Liberties, Philadelphia, PA, USA",39.963692,-75.139946
3863,"Powelton Village, Philadelphia, PA, USA",39.961025,-75.19175
3864,"Brooklyn Heights, Brooklyn, NY, USA",40.696011,-73.993286
3865,"Downtown Portland, OR, USA",45.512794,-122.679565
3866,"Madison Estates, Plano, TX, USA",33.016113,-96.679688
3867,"Rainbow Hills, San Antonio, TX, USA",29.406347,-98.656769
3868,"Cactus Gardens, Phoenix, AZ, USA",33.598892,-112.03302
3869,"Metrocenter/North Rhodes Park, Nashville, TN, USA",36.19733,-86.798996
3870,"Sundale, Fremont, CA, USA",37.538994,-121.984276
3871,"Van Nuys, Los Angeles, CA, USA",34.189857,-118.451355
3872,"Alhambra, Phoenix, AZ, USA",33.533482,-112.107254
3873,"Pacific Beach, CA, USA",32.802353,-117.241676
3874,"Dogpatch, San Francisco, CA, USA",37.759121,-122.389542
3875,"North Boulder, Boulder, CO, USA",40.04705,-105.272148
3876,"Maggio Shields Vincent Overlook Homes, Milton, DE, USA",38.756649,-75.236603
3877,"Dutchtown South, St Louis, MO, USA",38.580917,-90.244598
3878,"Union Park, Orlando, FL, USA",28.571934,-81.23587
3879,"Ruston, Tacoma, WA, USA",47.299606,-122.507942
3880,"River Market, Kansas City, MO, USA",39.110298,-94.581078
3881,"SoDo, Seattle, WA, USA",47.590218,-122.334198
3882,"Holmesdale, Memphis, TN, USA",35.002865,-89.997658
3883,"Crabtown Creek, Brielle, NJ, USA",40.108448,-74.046249
3884,"Bonnet Shores, Narragansett, RI, USA",41.482601,-71.421448
3885,"La Brea, Los Angeles, CA, USA",34.070152,-118.349747
3886,"Parkland, Dallas, TX, USA",32.812614,-96.83873
3887,"Magnolia, Seattle, WA, USA",47.640541,-122.399452
3888,"Oak Cliff, Dallas, TX, USA",32.736259,-96.864586
3889,"Fountain Square, Indianapolis, IN, USA",39.752174,-86.139793
3890,"Knob Hill, Colorado Springs, CO, USA",38.839993,-104.782753
3891,"Fresh Meadows, Queens, NY, USA",40.732689,-73.784866
3892,"Pleasantville Area, Houston, TX, USA",29.773861,-95.271057
3893,"Sahara, Palm Springs, CA, USA",33.883385,-116.609131
3894,"Amana, IA, USA",41.802544,-91.878181
3895,"Flushing, NY, USA",40.768452,-73.832764
3896,"Spring, TX, USA",30.085136,-95.425186
3897,"Midtown, Detroit, MI, USA",42.348495,-83.060303
3898,"Pasco County, FL, USA",28.189453,-82.349396
3899,"Alief, Houston, TX, USA",29.68272,-95.593239
3900,"Energy Corridor, Houston, TX, USA",29.785208,-95.644661
3901,"Easterwood, Baltimore, MD, USA",39.308071,-76.650658
3902,"Hunters Point, San Francisco, CA, USA",37.730537,-122.372246
3903,"Theater District, Houston, TX, USA",29.761993,-95.366302
3904,"Dallas County, MO, USA",37.685299,-93.01757
3905,"Sunset Strip, West Hollywood, CA, USA",34.090698,-118.386002
3906,"Terlingua, TX, USA",29.321587,-103.61602
3907,"Lowry, Denver, CO, USA",39.72356,-104.894882
3908,"Candy's Land, Mesa, AZ, USA",33.45948,-111.772652
3909,"Midtown Manhattan, NY, USA",40.754932,-73.984016
3910,"Ridgewood, Queens, NY, USA",40.71085,-73.897766
3911,"Breezy Point, Queens, NY, USA",40.554504,-73.926315
3912,"Humboldt County, NV, USA",41.593147,-118.550095
3913,"Pointe Coupee Parish, LA, USA",30.610216,-91.598396
3914,"Summerlin, Las Vegas, NV, USA",36.187099,-115.295609
3915,"Carson, San Jose, CA, USA",37.279518,-121.867905
3916,"Rancho Santa Margarita, CA, USA",33.640854,-117.603104
3917,"Kips Bay, New York, NY, USA",40.742329,-73.980064
3918,"Dolphin Mall, Sweetwater, Florida, USA",25.769363,-80.377991
3919,"Somers, MT, USA",48.080231,-114.221512
3920,"Bernal Heights, San Francisco, CA, USA",37.744385,-122.417046
3921,"Lincoln Park, Chicago, USA",41.927826,-87.652016
3922,"West End, Boston, MA, USA",42.364758,-71.067421
3923,"Nicollet Mall, Minneapolis, MN, USA",44.975918,-93.273079
3924,"Kingston, MA, USA",42.003387,-70.725174
3925,"Columbia, MD, USA",39.203712,-76.861046
3926,"Surf City, NJ, USA",39.65963,-74.170761
3927,"Kent, Maryland, USA",39.271381,-76.131996
3928,"Cecil County, MD, USA",39.57394,-75.946327
3929,"Harford, MD, USA",39.583897,-76.363731
3930,"Jamaica, NYC, NY, USA",40.699783,-73.786026
3931,"NoMad, New York City, NY, USA",40.742836,-73.988976
3932,"Arroyo City, TX, USA",26.333126,-97.439423
3933,"Alphabet City, New York, NY, USA",40.724545,-73.97905
3934,"Roscoe, NY, USA",41.933144,-74.913498
3935,"Pitman, NJ, USA",39.733463,-75.131981
3936,"Columbia Park, Minneapolis, MN, USA",45.026951,-93.258003
3937,"Long Island, New York, USA",40.79224,-73.13826
3938,"Kamala Park, Oxnard, CA, USA",34.184303,-119.182861
3939,"Bassville Park, FL, USA",28.83853,-81.767731
3940,"Fort Mitchell, AL, USA",32.341537,-85.021599
3941,"Mayfield Consumer Products, KY, USA",36.72752,-88.661621
3942,"Uber HQ, San Francisco, CA, USA",37.775593,-122.418137
3943,"Twitter HQ, San Francisco, CA, USA",37.776463,-122.417213
3944,"Tesla Giga Texas, TX, USA",30.222296,-97.617134
3945,"Googleplex, Mountain View, CA, USA",37.422131,-122.084801
3946,"Southern Handling Systems, AL, USA",32.360279,-86.264862
3947,"Fairchild Communication Systems, Inc.",39.814957,-86.044823
3948,"Lifestyle Group, Indianapolis, USA",39.731449,-86.056862
3949,"Breiner Company Incorporated, Avon, USA",39.758938,-86.388336
3950,"Howells Carpet Cleaning, Milwaukie, USA",45.454582,-122.585197
3951,"Brighton Sound, Rochester, NY, USA",43.156544,-77.662399
3952,"CowTown Range, Peoria, AZ, USA",33.798878,-112.283524
3953,"REI Holdings, Lehi, Utah, USA",40.183662,-111.624634
3954,"Industrial Uniform Company, LLC, Wichita, Kansas, USA",37.748886,-97.236412
3955,"Jerome Bettis' Grille 36, Pittsburgh, PA, USA",40.445801,-80.011337
3956,"Jeff The Barber, West St Paul, MN, USA",44.918144,-93.102173
3957,"Google Inc., Mountain View, CA, USA",37.419857,-122.078827
3958,"SD Event Limo, San Diego, CA, USA",32.91267,-117.13665
3959,"Banyan Tree, Cleveland, OH, USA",41.481369,-81.686844
3960,"Prime Steamers, Coral Springs, FL, USA",26.243065,-80.256462
3961,"Arrow Financial Co, Rancho Cucamonga, CA, USA",34.106354,-117.593147
3962,"Maxwell Self Storage, Montgomery, Alabama, USA",32.374996,-86.343567
3963,"Netlancers Inc, Sunnyvale, CA, USA",37.383999,-122.012772
3964,"Fortis, El Dorado Hills, CA, USA",38.638569,-121.070671
3965,"Peco Foods Inc., Pocahontas, AR, USA",36.213703,-90.956673
3966,"Capitol Beverage, Pilsner Pl, Charleston, WV, USA",38.464436,-81.65583
3967,"Office of Dr. Barry Triestman D.C., Truckee, CA, USA",39.33532,-120.159554
3968,"Cogneesol, New York, NY, USA",40.707088,-74.010086
3969,"Fence Factory Rentals, Ventura, CA, USA",34.260361,-119.240837
3970,"Mark's Feed Store, Middletown, Louisville, USA",38.244705,-85.544106
3971,"Rockon I.T, Rancho Cucamonga, CA, USA",34.106453,-117.593094
3972,"Darrell Walker Workforce, Birmingham, AL, USA",33.611523,-86.626358
3973,"River Region Pest Control, Wetumpka, Alabama, USA",32.529503,-87.287727
3974,"ROCKET SCIENCE Car & Bike, Marietta, GA, USA",33.964352,-84.414909
3975,"Hot 2 Cold, Tampa, FL, USA",27.932508,-82.353127
3976,"Uncle Mick's Cajun Market & Cafe, Prattville, Alabama, USA",32.460007,-86.474098
3977,"Bizeeo Marketing Agency, Montgomery, Alabama, USA",32.357914,-86.262428
3978,"Peachtree Wrecker Service, Norcross, GA, USA",33.973171,-84.210693
3979,"Integrated Technical Solutions, Murrysville, PA, USA",40.426163,-79.695366
3980,"Solution Bail Bonds, Oxnard, CA, USA",34.195793,-119.178833
3981,"Freeman Webb Company, Nashville, TV, USA",36.108536,-86.820091
3982,"Auxilium Technology, Inc, Rockville, MD, USA",39.091618,-77.204269
3983,"DuctTesters, Inc., Ripon, CA, USA",37.739227,-121.127174
3984,"Anvil International, Orlando, FL, USA",28.448034,-81.381546
3985,"Brooklyn Car Accident Lawyer, Brooklyn, NY, USA",40.693344,-73.990974
3986,"White Ridge Trail Head, Rio Rancho, New Mexico, USA",35.498592,-106.841446
3987,"Achieve More Online, LLC, Orlando, Florida, USA",28.523706,-81.179626
3988,"United Locksmith - Norcross, Georgia, USA",33.954544,-84.208336
3989,"Absolute Staffers LLC - Fulton, MD, USA",39.148766,-76.906113
3990,"Eglin AFB, FL, USA",30.461399,-86.55201
3991,"Stewart ANGB, Newburgh, NY, USA",41.503754,-74.082413
3992,"Avalon Medical Spa, Miami, Florida, USA",25.76643,-80.189888
3993,"NextPhaseMD, Hartsville, SC, USA",34.374977,-80.074203
3994,"Nine Mile Point Vol. Fire Co. Station 78, Westwego, LA, USA",29.932999,-90.158684
3995,"ConXis Insurance Services Inc., Anaheim Hills, California, USA",33.860897,-117.814026
3996,"Joe Vinny and Bronsons Bohemian Cafe, El Paso, TX, USA",31.782553,-106.461334
3997,"Automotive Custom Wheels and Discount Tires, Long Beach, CA, USA",33.875324,-118.160683
3998,"VerifyProtect.com, Newtown Square, PA, USA",39.985123,-75.399826
3999,"Laser Service Solutions, Northeast, NJ, USA",39.836121,-75.194473
4000,"I.S. Partners LLC, Horsham, PA, USA",40.199139,-75.159859
4001,"DataNOC datacenter, Rancho Cordova, CA, USA",38.576435,-121.307175
4002,"Cycledrome Bicycle SHop, Breinigsville, PA, USA",40.542892,-75.613525
4003,"Great Valley Lockshop, Malvern, PA, USA",40.038582,-75.557594
4004,"Delicate Smiles Dental, Aurora, CO, USA",39.726345,-104.786995
4005,"Briglia Dental Group, West Chester, PA, USA",39.970345,-75.600815
4006,"Thomas Piano Service, Montgomery, AL, USA",32.161743,-86.113594
4007,"E-Tech Repair & Device Specialst, Columbus, GA, USA",32.541698,-84.950447
4008,"Eurobahn BMW MINI Mercedes-Benz Aud, Greensboro, NC, USA",36.070488,-79.909615
4009,"Barker Air Conditioning & Heating, Inc., Sebastian, FL, USA",27.809856,-80.466927
4010,"Emission Time, South Salt Lake, Utah, USA",40.717674,-111.88884
4011,"Spireon Office Reynolds, Irvine, CA, USA",33.693489,-117.85006
4012,"Aapco Screen Printing, Binghamton, NY, USA",42.104252,-75.932274
4013,"Cogneesol Pvt. Ltd., Victorville, CA, USA",34.485432,-117.420395
4014,"SMILE media, Dover, NH, USA",43.14349,-70.867455
4015,"Enterprise Chaco Plant, Bloomfield, NM, USA",36.483452,-108.120369
4016,"Elite Strategies, Delray Beach, FL, USA",26.43926,-80.082474
4017,"Capital Rug Cleaning, Severna Park, MD, USA",38.800068,-77.163513
4018,"NRCS Stanton, Stanton, NE, USA",41.948967,-97.225487
4019,"Dr. McGarrah’s Office, Euless, TX, USA",32.855022,-97.107559
4020,"Ideal Meat J&L Inc., Beech Grove, IN, USA",39.885838,-86.234276
4021,"SPUR, San Francisco, CA, USA",37.787125,-122.401154
4022,"CARDL Training & Testing LLC., MI, USA",43.4636,-83.888695
4023,"Tech Liminal, Oakland, CA, USA",37.80341,-122.274666
4024,"Uk Universal Groups, Bedford, TX, USA",32.851528,-97.124809
4025,"Scissortail Provisions, Owasso, Oklahoma, USA",36.274361,-95.855286
4026,"Superstition Springs Lexus, AZ, USA",33.385654,-111.698074
4027,"Baytown Nissan, Baytown, TX, USA",29.807112,-94.973381
4028,"Central Houston Nissan, South Man, Houston, TX, USA",29.676817,-95.422913
4029,"MCAS Miramar (NKX), San Diego, CA, USA",32.887299,-117.119843
4030,"Hurley Marine, Inc., Escanaba, MI, USA",45.733051,-87.062416
4031,"Larson Waste, Snowflake, AZ, USA",34.514591,-110.103378
4032,"TheWorldByOwner, Sarasota, Florida, USA",27.336214,-82.526733
4033,"Leviathan Inc., Fairview, Oklahoma, USA",36.289135,-98.487251
4034,"MPR Associates Inc, East Lyme, CN, USA",41.363602,-72.208786
4035,"Roush Industries, Livonia, MI, USA",42.373623,-83.402603
4036,"Michigan Assembly Plant, Wayne, MI, USA",42.277214,-83.41362
4037,"ARCH Air Medical Services Inc, Saint Louis, MO, USA",38.625294,-90.214264
4038,"Naughton Energy Corporation, Pocono Pines, PN, USA",41.104275,-75.4701
4039,"Orlando Roofing Group, Orlando, USA",28.511604,-81.377823
4040,"AgileInfoways, Duluth, MN, USA",33.999443,-84.089508
4041,"Web Design Beast LLC, San Jose, CA, USA",37.261414,-121.923691
4042,"Factory UTV, Rosemont, CA, USA",38.539616,-121.356407
4043,"Studio 40, Kendall, FL, USA",25.689157,-80.391006
4044,"Tong Aircraft Services, Inc., Fort Lauderdale, FL, USA",26.118587,-80.134544
4045,"THE HIGHLAND PSYCH collaborative, Atkins Park, Atlanta, GA, USA",33.772888,-84.350471
4046,"Zupt, LLC, Northcliffe Manor, Houston, USA",29.943007,-95.517044
4047,"Office 365 Consultant, MN, USA",44.977043,-93.268105
4048,"Deyo's Photography, Omaha, Nebraska, USA",41.275925,-96.179352
4049,"Premier Gold and Silver Pawn Shop, Buffalo, NY, USA",42.928703,-78.735435
4050,"Derr Jewelry, Port Townsend, WA,USA",48.113586,-122.757698
4051,"Grizzly Targets Warehouse, Tampa, FL, USA",27.979584,-82.518311
4052,"Ki Fitness America, Murray Hall, Queens, NewYork, USA",40.776253,-73.776016
4053,"Retail Candy Store, Copperas Cove, TX, USA",31.112219,-97.908577
4054,"California Countertop Inc., La Mesa, CA, USA",32.772404,-117.029327
4055,"Georgetown Court, Indianapolis, IN, USA",39.805271,-86.237427
4056,"Digital Winter LLC - Office 365 Consultants, Minneapolis, MN, USA",44.977043,-93.268105
4057,"Ascension Body Art, Maryville, Illinois, USA",38.737484,-89.956993
4058,"Shoreline Construction, San Clemente, CA, USA",33.424049,-117.610123
4059,"Overbrook Environmental Education Center, Philadelphia, USA",39.983875,-75.244751
4060,"J-26 Web Design, Salt Lake City, UT, USA",40.731754,-111.827415
4061,"Clinton, IN, USA",39.656982,-87.398071
4062,"Alpharetta, GA, USA",34.075375,-84.29409
4063,"The University of Southern Mississippi, Hattiesburg, MS, USA",31.330957,-89.336098
4064,"BowenWork Energetics, 23023 Orchard Lake Rd., Farmington, MI, USA",42.460335,-83.358215
4065,"Viatechnik LLC, Chicago, Il, USA",41.88026,-87.632156
4066,"Keller Brothers Ford, PA, USA",40.29311,-76.331917
4067,"Waco, TX, USA",31.559814,-97.1418
4068,"Gacek Design Group, Lambertville, USA",40.375259,-74.959091
4069,"Foreign Auto Hospital, PA, USA",40.111984,-75.048698
4070,"Murray Library, Murray, Utah, the US",40.65609,-111.886459
4071,"Beaufort County Library, Beaufort City, SC, the US",32.431889,-80.670753
4072,"Library of Congress, Washington, D.C., US",38.888611,-77.004723
4073,"George Peabody Library, Johns Hopkins University, Baltimore, MDL, USA",39.297295,-76.615028
4074,"Chatham Square Library, New York, NY, USA",40.713333,-73.996498
4075,"Chillicothe Public Library District, Chillicothe, IL, USA",40.914341,-89.499718
4076,"Harvard Library, Cambridge, MA, USA",42.378036,-71.11834
4077,"New York State Library, Albany, NY, USA",42.648613,-73.761391
4078,"Yale University Library, Yale University, New Haven, CT, USA",41.30875,-72.931877
4079,"William T. Young Library, Lexington, KY, USA",38.032871,-84.501717
4080,"William F. Ekstrom Library, University of Louisville, Louisville, KY, USA",38.212032,-85.757263
4081,"W.E.B. Du Bois Library, University of Massachusetts, Amherst, MA, USA",42.389812,-72.528252
4082,"Valley Library, Oregon State University, Corvallis, OR, USA",44.565296,-123.276016
4083,"University of Houston Libraries, Houston, TX, USA",29.721085,-95.342049
4084,"University of Florida Library System, Gainesville, FL, USA",29.65155,-82.342812
4085,"U. Grant Miller Library, Washington, PA, USA",40.169712,-80.240288
4086,"Twinsburg Public Library, Twinsburg, OH, USA",41.317322,-81.448807
4087,"Troy Public Library, Troy, NY, USA",42.727962,-73.691956
4088,"Topeka & Shawnee County Public Library, Topeka, KS, USA",39.050743,-95.696541
4089,"Texas A&M University Libraries, College Station, TX, USA",30.616829,-96.338844
4090,"Southfield Public Library, Southfield, MI, USA",42.483131,-83.240311
4091,"South San Francisco Public Library, South SF, CA, USA",37.652519,-122.436699
4092,"Seattle Central Library, Seattle, WA, USA",47.606701,-122.332504
4093,"Schlesinger Library, Cambridge, MA, USA",42.375702,-71.123238
4094,"Santa Clara County Library District, Campbell, CA, USA",37.288261,-121.943184
4095,"San José Public Library, San Jose, CA, USA",37.335796,-121.885254
4096,"San Francisco Public Library, San Francisco, CA, USA",37.77911,-122.415855
4097,"San Diego Public Library, San Diego, CA, USA",32.708916,-117.154221
4098,"San Diego County Library, San Diego, CA, USA",32.834686,-117.130775
4099,"San Antonio Public Library, San Antonio, TX, USA",29.432316,-98.492844
4100,"Salt Lake City Public Library, Salt Lake City, UT, USA",40.759926,-111.884888
4101,"St. Louis Public Library, St. Louis, MO, USA",38.630737,-90.199501
4102,"Sacramento Public Library, Sacramento, CA, USA",38.493874,-121.536934
4103,"Rock Island Public Library, Rock Island, IL, USA",41.508518,-90.572784
4104,"Queens Library, New York, NY, USA",40.73811,-73.877052
4105,"Public Library of Charlotte and Mecklenburg County, Charlotte, NC, USA",35.176315,-80.755928
4106,"Pritzker Military Library, Chicago, Illinois, USA",41.880611,-87.624908
4107,"Prince George's County Memorial Library System, Largo, MD, USA",38.891457,-76.838676
4108,"Powell Library, University of California, LA, CA, USA",34.071613,-118.442184
4109,"Plainfield Public Library District, Plainfield, IL, USA",41.609386,-88.203018
4110,"Pikes Peak Library District, Colorado Springs, CO, USA",38.91264,-104.778236
4111,"Park Ridge Public Library, Park Ridge, IL, USA",42.010681,-87.830505
4112,"Palm Beach County Library System, West Palm Beach, FL, USA",26.662695,-80.098587
4113,"Pack Memorial Library, Asheville, NC, USA",35.596588,-82.554901
4114,"Oregon State Library, Salem, Oregon, USA",44.939857,-123.030853
4115,"Orange County Library System, Orlando, Florida",28.542477,-81.377159
4116,"O'Meara Mathematics Library, Notre Dame, Indiana, USA",41.700951,-86.237526
4117,"Newberry Library, Chicago, Illinois, USA",41.900043,-87.630615
4118,"New York Public Library, New York, NY, USA",40.753181,-73.982254
4119,"New Orleans Public Library, New Orleans, LA, USA",29.954462,-90.075668
4120,"National Library of Medicine, Bethesda, MD, USA",38.995884,-77.098854
4121,"United States National Agricultural Library, Beltsville, MD, USA",39.022774,-76.921753
4122,"Multnomah County Library, Multnomah County, OR, USA",45.516682,-122.53849
4123,"Morton Grove Public Library, Morton Grove, IL, USA",42.035675,-87.780739
4124,"Montgomery County Public Libraries, Rockville, ML, USA",39.086563,-77.151459
4125,"Minneapolis Public Library, Minneapolis, MN, US",44.980553,-93.270035
4126,"Michigan State University Libraries, East Lansing, MI, USA",42.730869,-84.483208
4127,"Miami-Dade Public Library System, Miami, FL, USA",25.774565,-80.196854
4128,"Malcolm A. Love Library (San Diego State University), San Diego, CA, USA",32.77536,-117.070389
4129,"Mark O. Hatfield Library, Willamette University, Salem, OR, USA",44.935421,-123.030518
4130,"Marathon County Public Library (MCPL), Wausau, Wisconsin, USA",44.959633,-89.6306
4131,"Louisville Public Library, Louisville, Ohio, USA",40.840302,-81.254547
4132,"Louisville Free Public Library, Louisville, Kentucky, USA",38.244926,-85.757767
4133,"Lilly Library, Indiana University, Bloomington, Indiana, USA",39.167908,-86.518982
4134,"Lied Library, University of Nevada, Las Vegas, USA",36.107655,-115.143059
4135,"Library of Capitol, Washington, DC, USA",38.888683,-77.004723
4136,"Knight Library, University of Oregon, Eugene, Oregon, USA",44.04332,-123.077728
4137,"Kenton County Public Library, Kentucky, USA",38.9063,-84.546135
4138,"John Crerar Library, Chicago, IL, USA",41.790524,-87.602852
4139,"Jenkins Law Library, Philadelphia, PA, USA",39.94907,-75.149025
4140,"Jacksonville Public Library, Jacksonville, Florida, USA",30.248907,-81.539497
4141,"Huntington Library, San Marino, CA, USA",34.129044,-118.114525
4142,"Hummelstown Public Library, Hummelstown, PA, USA",40.266396,-76.712463
4143,"Houston Public Library, Houston, Texas, USA",29.759438,-95.369957
4144,"Williams Research Center, New Orleans, Louisiana, USA",29.95512,-90.065605
4145,"Hilandar Research Library, Ohio State University, Columbus, OH, US",39.99926,-83.014824
4146,"Hershey Public Library, Hershey, Pennsylvania, USA",40.276489,-76.646889
4147,"Hesburgh Library, Notre Dame, Indiana, USA",41.702358,-86.234192
4148,"Free Library of Philadelphia, Philadelphia, PN, USA",39.959606,-75.171097
4149,"Folger Shakespeare Library, Washington, USA",38.889374,-77.002754
4150,"Family History Library, Salt Lake City, UT, USA",40.770195,-111.894501
4151,"Fairfax County Public Library, Fairfax, Virginia, USA",38.854004,-77.356918
4152,"Enoch Pratt Free Library, Baltimore, MD, USA",39.294556,-76.617218
4153,"Doe Library, University of California Berkeley, Berkeley, CA, US",37.872269,-122.25988
4154,"The District of Columbia Public Library, Washington, DC, USA",38.942142,-77.025955
4155,"Detroit Public Library, Detroit, MI, USA",42.363258,-83.093269
4156,"Cuyahoga County Public Library, Cleveland, OH, US",41.51918,-81.642548
4157,"County of Los Angeles Public Library, Los Angeles County, CA, US",34.050259,-118.254837
4158,"Contra Costa County Library, Pleasant Hill, CA, US",37.93449,-122.068848
4159,"Columbus Metropolitan Library, Columbus, Ohio, USA",39.949413,-82.959656
4160,"Columbia Public Library, Columbia, MO, USA",38.951183,-92.339638
4161,"College of DuPage Library, Glen Ellyn, Illinois, US",41.84103,-88.070717
4162,"Clinton-Macomb Public Library, Clinton Charter Township, MI, US",42.598972,-82.930084
4163,"Cleveland Public Library, Cleveland, OH, US",41.504539,-81.61335
4164,"Public Library of Cincinnati and Hamilton County, Cincinnnati, OH, USA",39.105759,-84.513496
4165,"Chincoteague Island Library, Chincoteague Island, VA, US",37.934265,-75.377121
4166,"Chicago Public Library, Chicago, Illinois, USA",41.854073,-87.631958
4167,"Charles V. Park Library, Mount Pleasant, Michigan, US",43.589241,-84.774284
4168,"Cerritos Millennium Library, Cerritos, CA, USA",33.866665,-118.065506
4169,"Center for Jewish History, Manhattan, NY, US",40.738041,-73.993752
4170,"Carnegie Library of Pittsburgh, Pittsburgh, PA, USA",40.442829,-79.950432
4171,"Cal Poly Pomona University Library, Pomona, CA, USA",34.057919,-117.821342
4172,"Burton Barr Central Library, Phoenix, AZ, USA",33.46233,-112.073174
4173,"Broward County Library, Pembroke Pines, FL, USA",26.014208,-80.323013
4174,"Brooklyn Public Library, Brooklyn, NY, USA",40.672482,-73.968208
4175,"Boston Public Library, Boston, MA, USA",42.349396,-71.078369
4176,"Bizzell Memorial Library, Norman, Oklahoma, US",35.20805,-97.445831
4177,"Beinecke Rare Book and Manuscript Library, New Haven, CT, US",41.311581,-72.927261
4178,"Baltimore County Public Library, Baltimore, Maryland, USA",39.24371,-76.653664
4179,"Ann Arbor District Library, Ann Arbor, MI, USA",42.278019,-83.745468
4180,"Allegheny County Library Association, Pittsburgh, Pennsylvania, USA",40.452766,-80.029755
4181,"Alexandria Library, Alexandria, VA, US",38.812069,-77.117119
4182,"Butler Library, Columbia University, New York, NY, USA",40.80629,-73.963005
4183,"Indianapolis Public Library - Central Library, IN, USA",39.778702,-86.15699
